rank_diff;overall_diff;hard_diff;gs_diff;m1000_diff;deciding_diff;tiebreak_diff;after_win_diff;after_loss_diff;serve1_diff;serve2_diff;bp_saved_diff;bp_conv_diff;aces_diff;label
-85.0;-238;-0.14800000000000002;-0.39499999999999996;-307;-0.11099999999999999;-0.14099999999999996;-0.07800000000000007;-0.10199999999999998;0.21999999999999886;-4.830000000000005;-5.470000000000006;-14.04;-120.0;1
85.0;238;0.14800000000000002;0.39499999999999996;307;0.11099999999999999;0.14099999999999996;0.07800000000000007;0.10199999999999998;-0.21999999999999886;4.830000000000005;5.470000000000006;14.04;120.0;0
3.0;0.038000000000000034;137;-0.27099999999999996;0.05800000000000005;-0.07099999999999995;-186;-0.020000000000000018;0.10500000000000004;2.219999999999999;-4.989999999999995;-7.200000000000003;17.389999999999997;71.0;1
-3.0;-0.038000000000000034;-137;0.27099999999999996;-0.05800000000000005;0.07099999999999995;186;0.020000000000000018;-0.10500000000000004;-2.219999999999999;4.989999999999995;7.200000000000003;-17.389999999999997;-71.0;0
-15.0;-0.11299999999999999;-0.11699999999999999;-0.05800000000000005;-0.038000000000000034;-0.18000000000000005;-0.16299999999999998;-0.15900000000000003;-0.021999999999999964;-3.0999999999999943;2.3200000000000003;1.230000000000004;13.549999999999997;-179.0;1
15.0;0.11299999999999999;0.11699999999999999;0.05800000000000005;0.038000000000000034;0.18000000000000005;0.16299999999999998;0.15900000000000003;0.021999999999999964;3.0999999999999943;-2.3200000000000003;-1.230000000000004;-13.549999999999997;179.0;0
-0.0;0.0;0.0;-0.09999999999999998;0.0;0.0;0.0;0.0;-33;0.0;0.0;0.0;0.0;-36.0;1
0.0;-0.0;-0.0;0.09999999999999998;-0.0;-0.0;-0.0;-0.0;33;-0.0;-0.0;-0.0;-0.0;36.0;0
-0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;26.0;1
0.0;-0.09999999999999998;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;0.1;-0.0;-0.0;-0.0;-0.0;-26.0;0
22.5;0.29400000000000004;0.30499999999999994;0.31000000000000005;0.0;0.1439999999999999;0.0;-0.0030000000000000027;0.55;0.0;0.0;0.0;0.0;51.0;1
-22.5;-0.29400000000000004;-0.30499999999999994;-0.31000000000000005;-0.0;-0.1439999999999999;-0.0;0.0030000000000000027;-0.55;-0.0;-0.0;-0.0;-0.0;-51.0;0
22.5;0.29400000000000004;0.30499999999999994;0.6100000000000001;0.0;0.1439999999999999;0.0;-0.0030000000000000027;0.55;0.0;0.0;0.0;0.0;8.0;1
-22.5;-0.29400000000000004;-0.30499999999999994;-0.6100000000000001;-0.0;-0.1439999999999999;-0.0;0.0030000000000000027;-0.55;-0.0;-0.0;-0.0;-0.0;-8.0;0
-1.5;-0.061000000000000054;-0.04699999999999993;-0.16700000000000004;0.0;-0.09599999999999997;0.00649999999999995;-0.1050000000000001;-33;2.8100000000000023;-1.8900000000000006;-2.8400000000000034;-0.6899999999999977;-92.0;1
1.5;0.061000000000000054;0.04699999999999993;0.16700000000000004;-0.0;0.09599999999999997;-0.00649999999999995;0.1050000000000001;33;-2.8100000000000023;1.8900000000000006;2.8400000000000034;0.6899999999999977;92.0;0
33.0;0.31800000000000006;0.2849999999999999;0.38100000000000006;0.25;129;0.0;0.09799999999999998;632;1.8700000000000045;1.2199999999999989;7.049999999999997;7.18;-43.0;1
